id,name,position,year,Estimate,Std. Error,z value,Pr(>|z|)
5832,Phillip Furlong,Skipper,25,-2.4697852318145,0.945969354890053,-2.61085120680421,0.0090317180420529
5864,Jasper Sinatra,Skipper,26,-2.48037116771426,0.890818201381249,-2.78437414487978,0.0053631129967485
6416,Anthony Thonnard,Skipper,26,-2.48165974518589,0.803014753228003,-3.09042858205279,0.0019986786436061
5819,Daniel Heitz,Skipper,26,-2.48702865716121,1.01629875071943,-2.44714327888396,0.0143993584508525
6612,Daniel Borras-Quintero,Skipper,25,-2.49009561692607,0.950460168884654,-2.6198842397027,0.0087959619416156
5935,Zoe Plattner,Skipper,23,-2.49743408717963,0.87840156419238,-2.84315760466094,0.0044668975784269
6585,Benjamin Koly,Skipper,26,-2.50523802701081,0.911956899793416,-2.74710134610344,0.0060124552521834
5039,Julia Priebke,Skipper,25,-2.5064114490828,0.7561634117384,-3.31464258938504,0.000917603670872
6595,Elizabeth Price,Skipper,25,-2.5086198735562,1.29364607659138,-1.93918562344822,0.0524787395506981
5354,Chris Haugen,Skipper,22,-2.50985519654835,1.33945616300137,-1.87378673963053,0.0609598248086095
6682,Ian Peterson,Skipper,28,-2.51579822167054,0.903432650634212,-2.78471031559955,0.00535755637631
6236,Chris Li,Skipper,25,-2.52654373385678,0.854457835675526,-2.95689690979231,0.003107519952741
6226,Isabelle Ouimet,Skipper,26,-2.52713674742082,0.956051263548179,-2.64330673863857,0.008210062010825
6132,Silas Hodges,Skipper,27,-2.53367523379598,0.788909283994627,-3.21161797078464,0.0013198976626623
6120,Ayden Feria,Skipper,27,-2.53710811181891,0.76288343061511,-3.32568254860804,0.0008820232171847
5421,Carmela D’Antuono,Skipper,24,-2.53917891867069,0.939595731367243,-2.70241640516589,0.0068837491862615
5858,Nathaniel Adams,Skipper,26,-2.54034898286692,0.756285552766447,-3.35898123873248,0.0007823037833042
5646,Aidan Murphy,Skipper,25,-2.55117707480743,0.99893205333451,-2.55390450861138,0.0106522466031059
5306,Marco Distel,Skipper,23,-2.5612197527779,1.15009013046984,-2.22697307360735,0.0259490734208533
6225,Cameron Gesswin,Skipper,24,-2.56251488955016,0.893880222246634,-2.86673183473023,0.0041473427101394
6586,Nadine Rouba,Skipper,26,-2.5648535373251,0.912022381284917,-2.81227038936431,0.004919313130997
5920,Julia Kane,Skipper,25,-2.56830477033526,0.915751406971551,-2.8045873047892,0.005038104134426
5066,John Cayen,Skipper,24,-2.57644981357972,0.791873101296492,-3.25361451141784,0.0011394678992241
5905,Harrison Rohne,Skipper,26,-2.58938546523229,0.802881534636326,-3.22511522998867,0.0012592197464742
5174,megan keller,Skipper,24,-2.59205810820699,1.0265476559301,-2.52502462329279,0.011569018298455
5176,Jolene Jirousek,Skipper,25,-2.59360497232875,0.791824625015269,-3.27547905229486,0.0010548293676279
6480,Holden Haenel,Skipper,28,-2.59736463843318,1.56828621826177,-1.65618023558991,0.0976853245155341
6115,Kaleth Cushman,Skipper,26,-2.60879796709078,0.922509943895698,-2.82793479284787,0.0046849348154729
4920,Sarah Kahle,Skipper,22,-2.6089653419739,1.07444199112227,-2.42820493198408,0.0151737666028606
5033,Patrick Stevenson,Skipper,23,-2.61241062340921,0.838520890347031,-3.11549855642599,0.0018363424750598
6100,Ethan Baker,Skipper,24,-2.61309546854321,1.20962518401248,-2.16025220298013,0.0307531509160718
