"","coefs"
"4818",-1.08133326389216
"4819",-2.24564474970182
"4820",-2.13329144375786
"4821",-1.94348275202111
"4822",-1.17019992955272
"4823",-1.4125092952539
"4824",-3.73020934138748
"4825",-4.08409791903964
"4826",-2.38619511469213
"4827",-3.08654302270796
"4828",-5.30583297500442
"4829",-3.41545490443247
"4830",-2.29289691349337
"4831",-3.07595119719952
"4832",-1.72137233330434
"4833",-5.13840282968701
"4834",-4.34833587745197
"4835",-0.583312110710295
"4836",-0.972499763738426
"4837",-1.03166332224964
"4838",-44.7859723699717
"4839",-0.963991504762589
"4840",-0.645766327824049
"4841",-2.19698466483322
"4842",-1.87929732892533
"4843",-1.24921412800543
"4844",-3.80669058451792
"4845",-3.41100226101406
"4846",-6.03021520644876
"4847",-69.9917869501274
"4848",-2.72079680118313
"4849",-2.40300062982834
"4850",-2.53110454971974
"4851",-4.38274181362306
"4852",-2.21241457336674
"4853",-2.82072873969435
"4854",-1.88838961016026
"4855",-2.12735506423428
"4856",-2.53612610257625
"4857",-3.43757661193519
"4858",-1.61937964253414
"4859",-7.04708563684162
"4860",-2.17118720289491
"4861",-3.18604434315404
"4862",-7.09400330078671
"4863",-4.4570199973501
"4864",-4.36998837352377
"4865",-3.50986332783171
"4866",-3.50172350387348
"4867",-1.94238276313496
"4868",-2.43180807160235
"4869",-3.49873385017179
"4870",-7.3640766868586
"4871",-7.8807126271312
"4872",-2.23991814838533
"4873",-3.6528393540444
"4874",-3.65275682170639
"4875",-3.34144627245476
"4876",-6.92026512279497
"4877",-3.11292947712136
"4878",-4.8957109199809
"4879",-5.9241790205144
"4880",-6.38572057222132
"4881",-8.54968427525753
"4882",-10.0113365808076
"4883",-3.9667244613731
"4884",-1.77611277323675
"4885",-1.67320551820455
"4886",-0.768201624069661
"4887",-0.781032031677512
"4888",-1.72896491242031
"4889",-0.936863957049297
"4890",-2.4914298456975
"4891",-2.37912080758375
"4892",-3.20409577182963
"4893",-1.33692308721388
"4894",-2.72320394561103
"4895",-3.64069247730018
"4896",-3.19029764456036
"4897",-8.25391753223533
"4898",-1.71133682466805
"4899",-5.60672213365291
"4900",-4.52449613426748
"4901",-2.73610741867256
"4902",-2.69520186188592
"4903",-2.97356597402853
"4904",-2.00962620439572
"4905",-2.51674711476278
"4906",-3.8801293461361
"4907",-5.36823418114497
"4908",-4.57464520386944
"4909",-1.91981714119248
"4910",-2.08862504320396
"4911",-3.32748837758822
"4912",-2.05497159035968
"4913",-1.82389958989896
"4914",-1.60978839675707
"4915",-3.08486891211609
"4916",-3.74413246842084
"4917",-5.95214077733399
"4918",-4.83882118851065
"4919",-4.29076134125953
"4920",-5.07901100518464
"4921",-4.15359443431581
"4922",-0.785538423842638
"4923",-2.85295532120176
"4924",-2.95470744180076
"4925",-2.22881528055285
"4926",-4.56973855131614
"4927",-3.50482010933501
"4928",-1.9941064513576
"4929",-0.913753486401333
"4930",-2.1736800371971
"4931",-2.41249413290592
"4932",-1.91093064605627
"4933",-1.61655380315625
"4934",-4.06029352238892
"4935",-3.70917189772237
"4936",-1.97803721681171
"4937",-2.93597069304647
"4938",-2.2775343957114
"4939",-2.34115115845421
"4940",-1.85345495104451
"4941",-1.9445653954248
"4942",-2.77751541061596
"4943",-2.96557470251273
"4944",-3.43521925655281
"4945",-3.86551563378342
"4946",-4.00697205179736
"4947",-2.29741283227736
"4948",-8.30158320505998
"4949",-2.76296545202527
"4950",-3.20878751018762
"4951",-4.49772264680323
"4952",-1.24054633140278
"4953",-2.91461514596051
"4954",-3.21741144695042
"4955",-3.06987171049437
"4956",-2.267950030647
"4957",-2.24359036429644
"4958",-2.99277955789367
"4959",-3.13444629909762
"4960",-3.01102829624887
"4961",-2.27872946606627
"4962",-2.56822455660202
"4963",-2.05656419075061
"4964",-1.4349297627675
"4965",-2.43805949874988
"4966",-1.69434929168816
"4967",-1.92333137864466
"4968",-1.93353658085826
"4969",-1.67278804292619
"4970",-2.38853979197572
"4971",-3.42559972407091
"4972",-2.73175340351733
"4973",-2.54559581287128
"4974",-3.02713169421412
"4975",-1.97332886384484
"4976",-3.70537763379093
"4977",-1.73723467890423
"4978",-3.29815511556092
"4979",-1.13846006518182
"4980",-3.41418053499515
"4981",-2.46584610298586
"4982",-2.47108296392062
"4983",-2.09277827721044
"4984",-3.6008951014704
"4985",-7.46070509771118
"4986",-2.24453124273768
"4987",-2.35517882082866
"4988",-2.66636997941026
"4989",-2.36301571729558
"4990",-2.48687068759054
"4991",-2.96383223691069
"4992",-3.18344076256565
"4993",-1.31055146388181
"4994",-3.10803828594649
"4995",-5.22729919468449
"4996",-7.31187999531784
"4997",-2.9900888594303
"4998",-7.01378266116294
"4999",-1.42977640445528
"5000",-0.506553887029582
"5001",-1.63830364266565
"5002",-1.15901391169373
"5003",-2.33068087147353
"5004",-3.26051953787029
"5005",-1.45872528454305
"5006",-2.21976412376918
"5007",-1.04227266209185
"5008",-1.73216297080768
"5009",-3.04877114747401
"5010",-2.55123838853501
"5011",-2.81685170990005
"5012",-6.26516439081462
"5013",-5.01320336389958
"5014",-6.80858291642377
"5015",-126.144635730879
"5016",-3.86185987911799
"5017",-5.08269640760656
"5018",-5.37308563501006
"5019",-5.19704853001392
"5020",-4.84357658219241
"5021",-5.90293455051065
"5022",-6.77215084054842
"5023",-7.0246061430536
"5024",-4.40979912743333
"5025",-5.13822628408749
"5026",-6.7476260139702
"5027",-72.2881378886807
"5028",-235.519829649939
"5029",-6.05902735845495
"5030",-1.90901389605432
"5031",-6.67611275953473
"5032",-7.08821958311299
"5033",-1.6900644252446
"5034",-1.35357567140525
"5035",-3.76630415803729
"5036",-2.70552978499589
"5037",-2.32687961436713
"5038",-2.49152750243078
"5039",-1.66782880926181
"5040",-2.19327414833896
"5041",-1.76859161454496
"5042",-2.45012503782027
"5043",-5.60097723809625
"5044",-1.00392236792808
"5045",-2.10980853276203
"5046",-1.8946632850261
"5047",-2.94746607707887
"5048",-3.55966893083428
"5049",-2.19189517972796
"5050",-3.56700472404381
"5051",-2.54763178163515
"5052",-3.46014375513283
"5053",-3.10310004781584
"5054",-3.82756946515619
"5055",-1.73014069786484
"5056",-1.69632182550751
"5057",-1.46223269070458
"5058",-1.34784806685212
"5059",-2.39761189649127
"5060",-5.12119877361121
"5061",-5.76290148740156
"5062",-71.3842583165329
"5063",-3.62384294253485
"5064",-1.88121612234829
"5065",-2.82462873390517
"5066",-1.93851922281547
"5067",-4.65066983335711
"5068",-6.95257674130431
"5069",-8.17390016964069
"5070",-4.21146624791257
"5071",-3.60092052878431
"5072",-0.983025475162691
"5073",-1.76884214902563
"5074",-4.27400340491425
"5075",-1.68642583706847
"5076",-1.57108955457619
"5077",-3.77061007670352
"5078",-4.44995992896668
"5079",-4.10436310737407
"5080",-7.73766427370953
"5081",-0.461262186364621
"5082",-2.88239222428638
"5083",-2.60481113513029
"5084",-4.89059028269554
"5085",-2.26750648649167
"5086",-2.08382541476371
"5087",0.378881323112665
"5088",-3.33951409105558
"5089",-3.68162106985372
"5090",-2.05554904456952
"5091",-3.58014197227627
"5092",-2.3027452570349
"5093",-3.54503318318643
"5094",-3.56176118134081
"5095",-2.98345560617184
"5096",-5.572991113695
"5097",-3.54851626894708
"5098",-2.24825295853014
"5099",-1.26166313008795
"5100",-2.91619786480902
"5101",-2.85572554484173
"5102",-1.91578815269062
"5103",-4.30655273282301
"5104",-2.80018004796486
"5105",-5.64880361686681
"5106",-3.35413801339973
"5107",-5.0374617177288
"5108",-6.70997108920125
"5109",-3.06620150248793
"5110",-2.81193843217363
"5111",-3.17776264727763
"5112",-3.19725026847627
"5113",-3.16949579500715
"5114",-5.28955860781821
"5115",-3.96023891577963
"5116",-1.9448055001825
"5117",-2.61322529899829
"5118",-3.3943649004876
"5119",-3.57996180619139
"5120",-3.98568225311467
"5121",-4.63902389465986
"5122",-4.12723106015559
"5123",-5.87083108032257
"5124",-1.95700315986599
"5125",-4.87608301359072
"5126",-4.2823044139856
"5127",-6.9711471320077
"5128",-5.50897934393319
"5129",-7.98481892799194
"5130",-3.67746724362854
"5131",-2.55747939665204
"5132",-2.81052566687308
"5133",-2.4319217220588
"5134",-3.46390713649228
"5135",-2.53494348911835
"5136",-2.98127401543019
"5137",-4.90762202203189
"5138",-4.68212186839307
"5139",-5.12191359912154
"5140",-2.57773900437269
"5141",-3.23837483187205
"5142",-2.79001390337172
"5143",-4.26847882652561
"5144",-3.58896799910366
"5145",-1.78636945000676
"5146",-1.26275832765376
"5147",-1.69256809714724
"5148",-3.39162203594029
"5149",-3.39268333859584
"5150",-5.00665782533855
"5151",-2.23416500141155
"5152",-5.3382636497175
"5153",-3.45825184417191
"5154",-5.49707767289354
"5155",-17.0505447173022
"5156",-3.43654824193365
"5157",-3.533498544868
"5158",-3.38702184582712
"5159",-3.16840504414907
"5160",-2.53599845194194
"5161",-4.56309798207829
"5162",-6.40737039452526
"5163",-2.28538192057565
"5164",-3.56809196782262
"5165",-3.47110580217682
"5166",-8.44062465836839
"5167",-3.19034817015816
"5168",-2.35948246792546
"5169",-3.31349865494917
"5170",-5.14129614201914
"5171",-4.54785955775733
"5172",-2.41128654425765
"5173",-7.16313630599083
"5174",-5.92523476757009
"5175",-4.89026045255676
"5176",-2.9026928314326
"5177",-3.38324210278961
"5178",1.00664523013123
"5179",-1.23523985689152
"5180",-2.59817937416469
"5181",-4.66859377851898
"5182",-4.15729734579938
"5183",-6.94473060949954
"5184",-6.93904261935452
"5185",-6.88638840427953
"5186",-3.30283442823404
"5187",-4.07791790431125
"5188",-5.87095539707815
"5189",-6.05718069888928
"5190",-3.23024270100294
"5191",-5.81327582659182
"5192",-7.21473468843834
"5193",-7.07456210880497
"5194",-8.84748844078493
"5195",-5.48708027145585
"5196",-3.60208382442477
"5197",-1.74835040749375
"5198",-3.2840139211574
"5199",-3.69551664939397
"5200",-5.49393148163483
"5201",-7.02187036214215
"5202",-7.29583920675458
"5203",-2.91946813621814
"5204",-5.71435889989996
"5205",-3.80576672199311
"5206",-6.66972046042449
"5207",-6.95776715969629
"5208",-7.33338477642351
"5209",-8.00511309765272
"5210",-5.79736349713613
"5211",-5.03505369325998
"5212",-2.7854042699297
"5213",-4.47602330364052
"5214",-4.51446247494243
"5215",-7.14866219337225
"5216",-7.3698052043834
"5217",-5.94443440596635
"5218",-3.8893087742355
"5219",-6.59167630791413
"5220",-1.82711405466949
"5221",-2.03727840744702
"5222",-2.14003632829525
"5223",-1.82140898562793
"5224",-1.79903296244166
"5225",-3.11416742438863
"5226",-2.64756728365623
"5227",-2.2236567984655
"5228",-2.39785848662979
"5229",-4.07598270406837
"5230",-2.41088359852009
"5231",-2.52431262533074
"5232",-3.6154317768916
"5233",-3.41904994668229
"5234",-6.24005067296878
"5235",-5.90019256061669
"5236",-3.4020308436173
"5237",-3.58545043610013
"5238",-3.52455405105175
"5239",-4.84894721518668
"5240",-5.37467790854947
"5241",-6.72205063450076
"5242",-8.07185902377725
"5243",-4.42789063961791
"5244",-4.75818373189477
"5245",-4.3831869572202
"5246",-4.58698525211057
"5247",-7.53380831706846
"5248",-5.1229574843797
"5249",-7.51674704254035
"5250",-6.93210874165879
"5251",-5.66798758208395
"5252",-5.59782497263049
"5253",-7.48011076449356
"5254",-0.871638307502565
"5255",-3.71092330101376
"5256",-7.79065902980162
"5257",-3.57369936147359
"5258",-4.27902240257436
"5259",-6.29498575100155
"5260",-4.14708457208309
"5261",-13.6890224561881
"5262",-4.03268377731922
"5263",-5.80156425110488
"5264",-4.25425596873689
"5265",-2.95481649775402
"5266",-4.66454951931883
"5267",-5.85144867437396
"5268",-55.4037590292877
"5269",-4.00188158970701
"5270",-3.88901667888933
"5271",-13.5760878008908
"5272",-311.974138998284
"5273",-6.72108756596393
"5274",-4.03172907783468
"5275",-4.343859310337
"5276",-3.31627026906574
"5277",-4.73644092087849
"5278",-4.99594590648653
"5279",-4.98697702517597
"5280",-5.18051424412818
"5281",-2.29339592535817
"5282",-1.70471107077952
"5283",-3.28845485599274
"5284",-4.39707481163325
"5285",-1.34797477016383
"5286",-3.95878757964476
"5287",-6.06050578086641
"5288",-2.07892073069672
"5289",-1.70063093021128
"5290",-4.86480329938237
"5291",-2.04838627487047
"5292",-1.78572798264665
"5293",-7.43597708679042
"5294",-0.824527619871304
"5295",-3.22538947315493
"5296",-5.39226726301311
"5297",-2.89735037899837
"5298",-3.28816705105723
"5299",-4.79818907081713
"5300",-5.3744642018157
"5301",-9.47716965719809
"5302",-2.70020356006938
"5303",-5.84321077789352
"5304",-7.28341864877075
"5305",-7.22860478283204
"5306",-7.1465811754511
"5307",-5.3113828066397
"5308",-1.56255391677976
"5309",-4.8421264947377
"5310",-5.37547733260595
"5311",-3.06517410326444
"5312",-3.01277552020193
"5313",-5.52821724983031
"5314",-6.49775807810954
"5315",-2.50216397197002
"5316",-8.33055902671828
"5317",-399.486442692615
"5318",-4.57890184656625
"5319",-4.31313599649431
"5320",-4.90170340314586
"5321",-4.42827864864682
"5322",-6.15771599276289
"5323",-5.66218808175174
"5324",-5.73686045278819
"5325",-11.7662944036493
"5326",-6.39154618297587
"5327",-5.66427461017409
"5328",-5.07711737313818
"5329",-2.20830690231355
"5330",-3.07496070014673
"5331",-5.12978637541653
"5332",-1.71445381847852
"5333",-3.09287859585805
"5334",-4.92099507199904
"5335",-4.0466172474585
"5336",-2.83933727848014
"5337",-2.38824682319472
"5338",-3.78850414560793
"5339",-4.77429833343692
"5340",-3.55225383403226
"5341",-4.2103198480448
"5342",-4.27328620724953
"5343",-4.26039181128419
"5344",-2.90789287091536
"5345",-4.67925247263307
"5346",-2.92401678496461
"5347",-1.04878235249006
"5348",-2.15427091450752
"5349",-3.18357662155671
"5350",-2.68457867221065
"5351",-2.34953050232889
"5352",-1.38547437680549
"5353",-1.69846480788414
"5354",-1.68758969881426
"5355",-1.64408726214185
"5356",-2.06418668036892
"5357",-3.17510024749851
"5358",-3.81827677265989
"5359",-3.26758287448635
"5360",-2.81490426448175
"5361",-4.30717057410371
"5362",-1.25353372247869
"5363",-4.23816385756126
"5364",-7.14753729505432
"5365",-4.68639088443376
"5366",-2.0123546007454
"5367",-3.95931527858505
"5368",-4.780232916393
"5369",-4.81841866075681
"5370",-6.77512541101402
"5371",-5.82604121608725
"5372",-7.60571559430142
"5373",-7.45736733974383
"5374",-7.13299110386194
"5375",-2.55483781401853
"5376",-3.39405000041617
"5377",-4.01892933777489
"5378",-3.57368805931361
"5379",-3.9910924861652
"5380",-2.43346772939472
"5381",-3.02691607290393
"5382",-2.50889054497551
"5383",-1.47031847666912
"5384",-1.65088617137917
"5385",-2.07587763228068
"5386",-3.14000068580702
"5387",-4.11205086382938
"5388",-3.20784684720081
"5389",-3.32046097037454
"5390",-0.994191737449569
"5391",-0.793588388667928
"5392",-1.2568933414326
"5393",-1.96460103597539
"5394",-3.99459614230966
"5395",-1.64987686229713
"5396",-2.63406501838929
"5397",-2.24813585761723
"5398",-2.27310061191343
"5399",-2.8771638571076
"5400",-6.36843961999301
"5401",-1.54060841283595
"5402",-1.92598579459943
"5403",-2.30642020796847
"5404",-1.79545021767927
"5405",-1.85755298712033
"5406",-2.76902986680707
"5407",-2.34312524717856
"5408",-2.04409386069338
"5409",-1.49902034484899
"5410",-1.65952191607894
"5411",-1.27351966460043
"5412",-2.32496342073719
"5413",-2.38612741222482
"5414",-1.62092801006244
"5415",-3.1961860310405
"5416",-2.45622292800945
"5417",-3.74222565230687
"5418",-4.03638288546415
"5419",-3.97154360393279
"5420",-1.89945688254096
"5421",-2.84838973347311
"5422",-4.26844361778865
"5423",-3.89161043550482
"5424",-3.42007156576045
"5425",-0.711262179115352
"5426",-0.968689053054675
"5427",-3.30536375540837
"5428",-1.7768223918664
"5429",-3.01119005322079
"5430",-1.87875030323877
"5431",-1.02866960718993
"5432",-2.39263026100153
"5433",-4.1365988172376
"5434",-3.71034942641336
"5435",-2.89973142513153
"5436",-4.66258763537971
"5437",-4.07778813632896
"5438",-1.63259529702304
"5439",-3.12387279304588
"5440",-4.03130500794882
"5441",-2.16119591594583
"5442",-2.96204968110607
"5443",-1.37758719379718
"5444",-2.04057797429812
"5445",-2.39519782929918
"5446",-3.05841726653262
"5447",-1.92993068392857
"5448",-4.84609389523536
"5449",-3.33736792203504
"5450",-3.20507881005403
"5451",-4.30417801121237
"5452",-7.74025534593318
"5453",-2.30880955393428
"5454",-4.59611919779206
"5455",-5.59805584676056
"5456",-3.39429534987337
"5457",-3.97695069701106
"5458",-6.6093255863741
"5459",-9.85564910515143
"5460",-4.93357281684195
"5461",-1.64498510861668
"5462",-2.9480269324375
"5463",-6.06421256024095
"5464",-6.46385701289122
"5465",-7.18379366815827
"5466",-8.83686551621551
"5467",-2.66612872240833
"5468",-5.36872451451674
"5469",-6.29834671656099
"5470",-5.66258280483686
"5471",-3.31002915266504
"5472",-4.77674930158773
"5473",-7.06552477488981
"5474",-6.14309309745258
"5475",-6.09160535737971
"5476",-3.10134861977545
"5477",-4.90464370816395
"5478",-6.6874870745487
"5479",-1.57540437997739
"5480",-1.84922295309516
"5481",-3.65320799064378
"5482",-4.35090713289907
"5483",-4.06010441400491
"5484",-2.40787896842789
"5485",-1.27367634517844
"5486",-6.59297870146983
"5487",-8.53090578903638
"5488",-1.35016558455243
"5489",-3.05864577284345
"5490",-4.40583731354656
"5491",-3.95857238289122
"5492",-4.96651817547942
"5493",-5.20647003531602
"5494",-4.44884939309588
"5495",-7.09632529355687
"5496",-6.22580240113157
"5497",-3.52857635124843
"5498",-4.04481620002798
"5499",-2.41535827729169
"5500",-4.73574630766601
"5501",-4.54689689831531
"5502",-4.37175603821652
"5503",-2.98826407462025
"5504",-4.25138988012509
"5505",-4.48363114651687
"5506",-6.886769795319
"5507",-2.39807794711359
"5508",-98.3573440890639
"5509",-2.82731527633609
"5510",-2.25056077613408
"5511",-4.44934624113412
"5512",-3.9570585387562
"5513",-5.58701680955875
"5514",-5.30520290189287
"5515",-3.87778183108364
"5516",-6.11981538230381
"5517",-10.0085446279287
"5518",-3.25417594735313
"5519",-3.31171065106548
"5520",-3.78949056754865
"5521",-7.55521238374223
"5522",-7.47619955301232
"5523",-7.75788976508056
"5524",-7.77612162999651
"5525",-4.32722143616877
"5526",-5.30123558374152
"5527",-8.31058960365343
"5528",-6.43975805605606
"5529",-8.96354531009572
"5530",-1.11868225318895
"5531",-2.44793388101397
"5532",-2.27205104872127
"5533",-2.69508907613178
"5534",-0.685929638037891
"5535",-2.42750145131151
"5536",-6.32219784348356
"5537",-4.0247886922474
"5538",-3.35884235787685
"5539",-3.45567138443471
"5540",-1.03257885942324
"5541",-3.55248053671704
"5542",-3.25320320430731
"5543",-2.94008048928376
"5544",-3.45585381166174
"5545",-4.40361230064937
"5546",-5.25389369009392
"5547",-4.7463388252938
"5548",-7.35265789638513
"5549",-5.34516988053622
"5550",-3.30316346548403
"5551",-4.26685843158825
"5552",-7.66795227471556
"5553",-3.89032930215433
"5554",-2.83087589081734
"5555",-2.33265589255458
"5556",-1.40938651951328
"5557",-2.00428641232995
"5558",-4.43372769094518
"5559",-2.52630767111171
"5560",-4.36087393266007
"5561",-1.51897069830889
"5562",-3.32771587081203
"5563",-2.4342490440942
"5564",-2.97753073602519
"5565",-5.22945478604117
"5566",-3.82719106815242
"5567",-2.4234921971366
"5568",-7.19236438828923
"5569",-1.47661164919066
"5570",-4.94868492705464
"5571",-2.75605158142878
"5572",-4.02959429124357
"5573",-8.5823038584499
"5574",-6.5307726149718
"5575",-9.33233993755229
"5576",-8.70348282672853
"5577",-16.9697250722517
"5578",-2.08201562237662
"5579",-3.87142152853357
"5580",-6.07941264262075
"5581",-3.7751614532508
"5582",-9.56389035766202
"5583",-8.34695931453174
"5584",-8.93800809958751
"5585",-2.70201715232426
"5586",-6.11309874883176
"5587",-6.38324157293167
"5588",-7.3728204815595
"5589",-7.660851732617
"5590",-4.92009927468845
"5591",-8.4794479404419
"5592",-3.23876209694438
"5593",-4.57265291799055
"5594",-8.93176158688681
"5595",-4.07624354593017
"5596",-3.14157165337949
"5597",-1.69191447173731
"5598",-5.58796183984805
"5599",-5.15292277646924
"5600",-2.067107937657
"5601",-3.57074719544858
"5602",-5.76025624429863
"5603",-8.3429408927133
"5604",-4.60610186893405
"5605",-3.93741827691963
"5606",-3.80906174123817
"5607",-4.8449096992783
"5608",-7.01776406164416
"5609",-6.18603935399054
"5610",-15.5815479920083
"5611",-17.3155890187067
"5612",-33.0441601611347
"5613",-6.93078372790839
"5614",-2.94430054806355
"5615",-1.93608094973723
"5616",-7.22049580642619
"5617",-2.82497023678474
"5618",-2.77547621136492
"5619",-4.17094171187
"5620",-4.76328881322195
"5621",-2.85841958855619
"5622",-6.02838920155165
"5623",-3.65314327183071
"5624",-4.03431540088926
"5625",-3.84606666619416
"5626",-9.27404417532031
"5627",-1.3291542475551
"5628",-2.7784742688327
"5629",-2.66620199579103
"5630",-5.34236899831734
"5631",-5.64154381459866
"5632",-4.68781719472756
"5633",-4.36933737725545
"5634",-5.8010685637023
"5635",-4.21846484093098
"5636",-4.51999747192482
"5637",-6.42522310661619
"5638",-5.82978801261407
"5639",-10.2460492674939
"5640",-9.51747098737087
"5641",-12.2923175621524
"5642",-4.41082451060566
"5643",-6.02616057584024
"5644",-6.76707026791914
"5645",-5.16930809593276
"5646",-5.40782571351374
"5647",-7.16144159593767
"5648",-9.88244625608334
"5649",-3.44378999232501
"5650",-3.95232557362468
"5651",-5.59002433699678
"5652",-10.0187184268314
"5653",-7.11951671784826
"5654",-7.96377911101749
"5655",-8.96457844388834
"5656",-6.23010140051622
"5657",-4.89631887074432
"5658",-4.15689411893453
"5659",-3.88755099295258
"5660",-3.07762708003969
"5661",-5.31722721605414
"5662",-3.43200429909743
"5663",-6.32428203190707
"5664",-5.21622521810511
"5665",-5.7406914881299
"5666",-6.90265655949636
"5667",-4.90540328165926
"5668",-1.31735776992886
"5669",-8.51383343045578
"5670",-6.83805246785522
"5671",-3.69902318235569
"5672",-4.24141632494786
"5673",-4.05054121469752
"5674",-7.25966642456783
"5675",-4.49445169759346
"5676",-8.18524804501519
"5677",-6.08569132967799
"5678",-7.16148378566365
"5679",-4.71136171963207
"5680",-4.04300613446819
"5681",-3.84514455502145
"5682",-22.2503128926291
"5683",-1.58512549231369
"5684",-0.69157220683789
"5685",-2.92947712068406
"5686",-3.03478852768217
"5687",-3.3326699405637
"5688",-2.81238468350003
"5689",-2.90707668137819
"5690",-1.76888621974373
"5691",-7.53737159782986
"5692",-6.49961061400913
"5693",-3.46028735863825
"5694",-3.46058232379778
"5695",-6.23630249942286
"5696",-3.83322749705476
"5697",-3.68476961784924
"5698",-3.10359314127001
"5699",-4.34207667290229
"5700",-36.6382929452094
"5701",-2.09021701317388
"5702",-3.42697660855842
"5703",-8.81133132105958
"5704",-3.70435975868108
"5705",-12.9163922095618
"5706",-4.0033367695826
"5707",-3.22449461688376
"5708",-2.0370255434884
"5709",-3.54419800997658
"5710",-3.36133490027461
"5711",-4.64915176200353
"5712",-2.67629082998752
"5713",-3.08757408403568
"5714",-1.74825924636167
"5715",-2.9473460278999
"5716",-3.60484862333595
"5717",-6.10642696432916
"5718",-6.96394006977081
"5719",-3.467807504783
"5720",-1.29819672755667
"5721",-1.67888673862316
"5722",-3.40824188581024
"5723",-4.50265996023666
"5724",-4.85663867941733
"5725",-6.49158625496793
"5726",-1.92313740952653
"5727",-8.6276586108676
"5728",-6.68361082584721
"5729",-4.63764883699744
"5730",-4.20919832343401
"5731",-45.392718206325
"5732",-3.76072682671304
"5733",-5.21486141414715
"5734",-7.18592153824028
"5735",-3.66157433016068
"5736",-4.90342435566774
"5737",-7.1226440060415
"5738",-6.50990816942502
"5739",-5.87632001695434
"5740",-24.7963290711987
"5741",-5.18113886621634
"5742",-7.03069314736254
"5743",-3.70317169576032
"5744",-4.27896934858472
"5745",-4.95825337525616
"5746",-5.86418212823909
"5747",-5.68294564990572
"5748",-6.12725031355987
"5749",-5.82830941179603
"5750",-7.1506896372112
"5751",-6.46901759504453
"5752",-7.12749886193726
"5753",-3.98990381927078
"5754",-2.88523355664296
"5755",-3.55850786510447
"5756",-8.51854480425732
"5757",-5.19078135955715
"5758",-1.7786324094649
"5759",-3.05133250663209
"5760",-1.92486958128706
"5761",-3.28036186905678
"5762",-3.2929322818691
"5763",-7.03771862171092
"5764",-2.20212873179989
"5765",-7.21454592250353
"5766",-3.56538234739361
"5767",-5.64337362801163
"5768",-4.20228017055143
"5769",-2.33560684324698
"5770",-5.03537153166928
"5771",-9.48100979427309
"5772",-2.82511390057658
"5773",-4.33058584790166
"5774",-3.91639245755911
"5775",-3.34443307612185
"5776",-3.77678287240846
"5777",-6.81869121726734
"5778",-6.99578546711305
"5779",-5.29343391481461
"5780",-5.38241778607247
"5781",-5.94986680626903
"5782",-2.54128624708207
"5783",-1.65988276798285
"5784",-3.3885196146563
"5785",-3.57122674713474
"5786",-3.98755898872028
"5787",-8.11966198443542
"5788",-3.73554022918597
"5789",-6.35492623290995
"5790",-3.40573885358506
"5791",-6.37990253862048
"5792",-8.25919377794506
"5793",-2.49949009181105
"5794",-2.08863255668717
"5795",-2.9471911200641
"5796",-1.64217287411356
"5797",-2.99630230016703
"5798",-2.95103275780576
"5799",-2.44041601176386
"5800",-3.59033628632457
"5801",-2.5739345135338
"5802",-2.94850844818575
"5803",-3.12832654584773
"5804",-2.04825244029678
"5805",-4.15935265083522
"5806",-7.27691617257298
"5807",-1.84689477667516
"5808",-2.01927268086092
"5809",-2.50185313750353
"5810",-5.12808206296873
"5811",-2.04421148348933
"5812",-3.89810992119567
"5813",-4.10864279746454
"5814",-3.22241881896687
"5815",-9.02630606974168
"5816",-4.15007563550336
"5817",-163.698008278125
"5818",-5.02888369717709
"5819",-2.64896979794335
"5820",-4.90408306846052
"5821",-3.43955454761189
"5822",-2.4983675820707
"5823",-3.34945928982515
"5824",-3.13093419063034
"5825",-2.52092074670148
"5826",-2.51865931187982
"5827",-4.48000539040319
"5828",-5.7701613900546
"5829",-6.30289544625353
"5830",-8.18634843013442
"5831",-3.61533491121378
"5832",-3.20341315991291
"5833",-2.94895148678299
"5834",-3.77540770472976
"5835",-2.6252495159315
"5836",-3.93589207733129
"5837",-1.98680786062761
"5838",-2.11362353249223
"5839",-7.95098064611432
"5840",-6.98902901427402
"5841",-6.97622746995572
"5842",-6.46609845739025
"5843",-13.0916432870281
"5844",-6.10985705772879
"5845",-3.08333193172652
"5846",-1.47262701685651
"5847",-2.08825529130416
"5848",-1.97439263935783
"5849",-1.28577271526783
"5850",-2.53608008987896
"5851",-1.61691167092184
"5852",-7.71986729052165
"5853",-2.96699029360215
"5854",-2.55944656745925
"5855",-1.79405502510923
"5856",-3.47640922091747
"5857",-4.01344529692412
"5858",-6.56802874699764
"5859",-0.506692132710526
"5860",-3.36834842862118
"5861",-5.40903066552471
"5862",-9.0686666140235
"5863",-8.45174770522044
"5864",-5.53482300630449
"5865",2.11901715945706
"5866",-8.33168956345131
"5867",-4.6751616172962
"5868",-8.87022095699393
"5869",-8.1723804307928
"5870",-2.69221194669578
"5871",-1.5920325261514
"5872",-2.36498853937184
"5873",-1.78885887842912
"5874",-2.78182976317396
"5875",-2.13942222555585
"5876",-3.96512821781076
"5877",-4.10337824874699
"5878",-3.36754641672042
"5879",-7.35817800469539
"5880",-4.23916172764368
"5881",-4.78439886119824
"5882",-4.79771787883956
"5883",-4.05817491058511
"5884",-2.74946366380016
"5885",-4.50698894584855
"5886",-4.91426100373343
"5887",-6.21669775225368
"5888",-6.5501669072712
"5889",-7.94502057893075
"5890",-6.38496270526406
"5891",-4.86215688212891
"5892",-5.15533812867719
"5893",-2.28425375594279
"5894",-1.94509360941649
