s22/,84th-boston-dinghy-club-challenge-cup,MIT,"April 23-24, 2022",Cross Regional Regatta,FJ,3 Divisions
s22/,women-team-race-national,Brown,"April 23-24, 2022",National Championship Finals Regatta,FJ/Z420,Team
s22/,robert-arrigan,Georgetown,"April 30, 2022",NOT ALLOWED  In-Conference Regatta,FJ,Combined
s22/,wesleyan-invite,Wesleyan,"April 30, 2022",NOT ALLOWED  In-Conference Regatta,FJ,1 Division
s22/,cream-city-classic,Marquette,"April 30 - May 1, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
s22/,nwicsa-championships-jv,Oregon,"April 30 - May 1, 2022",NOT ALLOWED  In-Conference Regatta,FJ,Combined
s22/,south-fleet-race,Rhode Island,"April 30, 2022",Fundamental Regatta,FJ,Combined
s22/,2022-sailing-regional-teams-national-invit,New Hampshire,"April 30 - May 1, 2022",Regional Regatta,FJ,2 Divisions
s22/,new-england-dinghy-cg-alumni,MIT,"April 30 - May 1, 2022",Conference Championship Regatta,FJ/Z420,2 Divisions
s22/,nwicsa-championships,Oregon,"April 30 - May 1, 2022",Conference Championship Regatta,FJ,Combined
s22/,america-maisa-open-dinghy-championships,Kings Point,"April 30 - May 1, 2022",Conference Championship Regatta,FJ,2 Divisions
s22/,drexel-open,Drexel,"May 8, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
s22/,tommie-cup,Saint Thomas,"May 7-8, 2022",NOT ALLOWED  In-Conference Regatta,Z420,Combined
s22/,nu-spring,Northwestern,"May 7-8, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
s22/,gorge-invite,Portland State,"May 7-8, 2022",NOT ALLOWED  Interconference Regatta,FJ,2 Divisions
s22/,engineer-cup,Webb Institute,"May 14-15, 2022",Fundamental Regatta,420,2 Divisions
s22/,sailing-open-semi-finals,Tulane,"May 19-20, 2022",National Championship Semifina Regatta,FJ/Z420,2 Divisions
s22/,sailing-open-east-semi-final,Tulane,"May 19-20, 2022",National Championship Semifina Regatta,FJ/Z420,2 Divisions
s22/,sailing-dinghy-national,Tulane,"May 21-22, 2022",National Championship Finals Regatta,Z420,2 Divisions
s22/,sailing-team-race-national,Tulane,"May 16-18, 2022",National Championship Finals Regatta,FJ/Z420,Team
s22/,sailing-women-east-semi-finals,Tulane,"May 23-24, 2022",National Championship Semifina Regatta,Z420,2 Divisions
s22/,sailing-women-west-semis,Tulane,"May 23-24, 2022",National Championship Semifina Regatta,FJ,2 Divisions
s22/,sailing-womens-national,Tulane,"May 25-26, 2022",National Championship Finals Regatta,Z420,2 Divisions
f22/,saisa-north-fall-tournament,UNC Wilmington,"September 11, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,bears-invite,Brown,"September 10, 2022",NOT ALLOWED  In-Conference Regatta,FJ,1 Division
f22/,2022-pine,Coast Guard,"September 10-11, 2022",NOT ALLOWED  In-Conference Regatta,J-70,1 Division
f22/,harry-anderson-jr,Yale,"September 10-11, 2022",NOT ALLOWED  In-Conference Regatta,Z420,2 Divisions
f22/,tufts-invite,Tufts,"September 10, 2022",NOT ALLOWED  In-Conference Regatta,Lark,Combined
f22/,pen-bay-open,Maine Maritime,"September 10-11, 2022",NOT ALLOWED  In-Conference Regatta,420,Combined
f22/,harman,Maine Maritime,"September 10-11, 2022",NOT ALLOWED  In-Conference Regatta,Colgate 26,1 Division
f22/,mt-hope-bay-invite,Roger Williams,"September 10-11, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,toni-deutsch-58,MIT,"September 10-11, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,saisa-top-invite,Charleston,"September 10-11, 2022",NOT ALLOWED  In-Conference Regatta,FJ,Combined
f22/,acton-up,Miami University,"September 10-11, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,saisa-south-fall-tournament,Rollins,"September 10, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,harvard-invitational,Harvard,"September 10, 2022",NOT ALLOWED  In-Conference Regatta,FJ,1 Division
f22/,charles-invitational,Harvard,"September 10, 2022",NOT ALLOWED  In-Conference Regatta,420,Combined
f22/,kings-point-women,Kings Point,"September 10-11, 2022",Fundamental Regatta,FJ,Combined
f22/,laser-south,Navy,"September 10-11, 2022",Fundamental Regatta,Laser,Singlehanded
f22/,laser-north-qualifier,Kings Point,"September 10-11, 2022",Fundamental Regatta,Laser,Singlehanded
f22/,riley-cup,Old Dominion,"September 10-11, 2022",Fundamental Regatta,FJ,2 Divisions
f22/,kings-point-open-invite,Kings Point,"September 10-11, 2022",Fundamental Regatta,420,Combined
f22/,philly-fleet-race,Drexel,"September 10-11, 2022",Fundamental Regatta,Z420,2 Divisions
f22/,fall-fury,Wisconsin,"September 10-11, 2022",Regional Regatta,420,2 Divisions
f22/,navy-women,Navy,"September 10-11, 2022",Cross Regional Regatta,Z420,Combined
f22/,yale-z420,Yale,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,Z420,1 Division
f22/,yale,Yale,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,FJ,1 Division
f22/,hatch-brown,MIT,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,FJ,3 Divisions
f22/,regis,Boston University,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,neisa-fundamental-symposium,Tufts,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,Lark,2 Divisions
f22/,saisa-south-top-invite,U. Miami,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,420,Combined
f22/,boudeman-cup,Western Michigan,"September 17-18, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,john-quinn,Monmouth,"September 17-18, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,barnett,Bowdoin,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,chesapeake-invitational,Navy,"September 17-18, 2022",NOT ALLOWED  In-Conference Regatta,Z420,Combined
f22/,mcsa-sloop,Hillsdale,"September 17-18, 2022",NOT ALLOWED  In-Conference Regatta,Flying Scot,1 Division
f22/,david-van-cleef,U South Carolina,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,saisa-north-top-invite,Georgia Tech,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,buckeye-invitational,Ohio State,"September 17-18, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,saisa-south-usf,South Florida,"September 17, 2022",NOT ALLOWED  In-Conference Regatta,FJ,Combined
f22/,big-red-invite,Cornell,"September 17-18, 2022",Fundamental Regatta,420,1 Division
f22/,jack-boehringer-52,Cornell,"September 17-18, 2022",Fundamental Regatta,FJ,Combined
f22/,battle-lake-erie,Gannon,"September 17-18, 2022",Fundamental Regatta,420,2 Divisions
f22/,kingsmill-cup,William and Mary,"September 17-18, 2022",Fundamental Regatta,FJ,2 Divisions
f22/,troy-swetnam-2022,Texas A&M Galveston,"September 17-18, 2022",Fundamental Regatta,420,2 Divisions
f22/,shields,Navy,"September 17-18, 2022",Cross Regional Regatta,Navy 44,1 Division
f22/,seisa-match-race,Tulane,"September 18, 2022",Conference Championship Regatta,J-22,1 Division
f22/,montotype-neisa-singlehanded,Brown,"September 17-18, 2022",Conference Championship Regatta,Laser,Singlehanded
f22/,neisa-women-singlehanded,Brown,"September 17-18, 2022",Conference Championship Regatta,Radial,Singlehanded
f22/,seisa-singlehanded-champs,Tulane,"September 17-18, 2022",Conference Championship Regatta,Laser,Singlehanded
f22/,faye-bennet-maisa-women-singles,Navy,"September 17-18, 2022",Conference Championship Regatta,Radial,Singlehanded
f22/,women-mcsa-singlehanded-qualifiers,Wisconsin,"September 17, 2022",Conference Championship Regatta,Laser,Singlehanded
f22/,seisa-women-singlehanded,Tulane,"September 17, 2022",Conference Championship Regatta,Radial,Singlehanded
f22/,men-mcsa-singlehanded-qualifiers,Wisconsin,"September 17, 2022",Conference Championship Regatta,Laser,Singlehanded
f22/,saisa-women-singlehanded,Embry-Riddle,"September 17, 2022",Conference Championship Regatta,Radial,Singlehanded
f22/,saisa-open-singlehanded,Embry-Riddle,"September 17-18, 2022",Conference Championship Regatta,Laser,Singlehanded
f22/,sherman-hoyt,Brown,"September 24-25, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,tech-dinghy-invitational,MIT,"September 24, 2022",NOT ALLOWED  In-Conference Regatta,Tech (single),Singlehanded
